type_id,name,daily_upd,daily_creat,update_pct
31604,Small Hydraulic Bay Thrusters II,   35.50,    4.63,  88.47
29069,Capital Magnetometric Sensor Cluster,   14.38,    1.88,  88.46
26352,Large Particle Dispersion Augmentor II,   18.13,    2.38,  88.41
20539,XL Torpedo Launcher I,   17.13,    2.25,  88.39
88364,Bronze Cinder Metallic - Limited,   62.75,    8.25,  88.38
3475,Inherent Implants 'Noble' Mechanic MC-806,   23.75,    3.13,  88.37
62633,Capital Ice Compressor I,   33.63,    4.50,  88.20
62391,Compressed Lime Cytoserocin,   15.88,    2.13,  88.19
90608,Event Horizon Black Matte - Unlimited,   76.38,   10.25,  88.17
25972,Large Energy Locus Coordinator I,   16.75,    2.25,  88.16
41062,Federation Navy Warp Disruptor,   14.88,    2.00,  88.15
92463,Meganeura TP-900-I,   21.25,    2.88,  88.08
31041,Medium Thermal Armor Reinforcer II,   35.88,    4.88,  88.04
41528,Capital Flex Shield Hardener II,   22.63,    3.13,  87.86
18991,Corelum A-Type Medium Remote Armor Repairer,   35.13,    4.88,  87.81
13775,Domination 1400mm Howitzer Artillery,   16.88,    2.38,  87.66
11555,Deflection Shield Emitter,   22.75,    3.25,  87.50
27951,Triage Module I,   16.63,    2.38,  87.50
26020,Large Warhead Rigor Catalyst I,   28.63,    4.13,  87.40
17202,Blood Palladium Tag,   20.75,    3.00,  87.37
56079,Internal-15 'Pochven' Filament,   30.25,    4.38,  87.36
31069,Small Nanobot Accelerator II,   53.88,    7.88,  87.25
31324,Medium Targeting System Subcontroller I,   37.63,    5.50,  87.25
18801,Corelum C-Type Kinetic Energized Membrane,   29.75,    4.38,  87.18
31330,Medium Targeting System Subcontroller II,   19.50,    2.88,  87.15
31113,Medium Auxiliary Thrusters II,   47.25,    7.00,  87.10
40553,Gram II,   24.38,    3.63,  87.05
18885,Corpus C-Type EM Armor Hardener,   19.25,    2.88,  87.01
41030,'Excavator' Mining Drone,   27.50,    4.13,  86.96
28801,Mid-grade Nomad Omega,   37.38,    5.63,  86.92
90739,Historic Yoiul Festival SKIN Crate,   67.25,   10.13,  86.91
33900,Large Transverse Bulkhead II,   51.38,    7.75,  86.89
18983,Coreli B-Type Small Remote Armor Repairer,   32.25,    4.88,  86.87
19113,Corpus C-Type Heavy Energy Nosferatu,   14.88,    2.25,  86.86
93352,Jita Ascendent - Unlimited,   24.75,    3.75,  86.84
31648,Capital Warhead Rigor Catalyst I,   14.00,    2.13,  86.82
21963,Structure Market Network,   14.00,    2.13,  86.82
26296,Large Nanobot Accelerator II,   26.25,    4.00,  86.78
40750,Heavy Warp Scrambler I,   14.75,    2.25,  86.76
89695,Cinderchrome Metallic - Limited,   15.25,    2.38,  86.52
92451,Tenzin’s Modified Guidance Disruptor,   38.50,    6.00,  86.52
13828,True Sansha Heavy Pulse Laser,   19.25,    3.00,  86.52
31628,Medium Warhead Calefaction Catalyst II,   40.75,    6.38,  86.47
91569,Malediction GalNet StreamCast Unit SKIN,   31.00,    4.88,  86.41
90120,Heron Cold Wind's Call SKIN,   27.00,    4.25,  86.40
14148,Dark Blood Small Energy Nosferatu,   15.00,    2.38,  86.33
37295,XL Cruise Missile Launcher II,   24.38,    3.88,  86.28
31570,Medium Hybrid Locus Coordinator II,   17.25,    2.75,  86.25
62636,Capital Moon Ore Compressor I,   14.75,    2.38,  86.13
92466,Atlas SD-900-I,   34.88,    5.63,  86.11
92465,Luna SD-600-I,   31.75,    5.13,  86.10
92455,Presidential Information Command Burst,   45.63,    7.38,  86.08
93354,Mark of the 4-4 - Unlimited,   25.38,    4.13,  86.02
1276,Layered Coating II,   21.50,    3.50,  86.00
31410,Capital Semiconductor Memory Cell I,   34.50,    5.63,  85.98
20783,Domination EMP M,   32.88,    5.38,  85.95
34595,Entosis Link II,   15.25,    2.50,  85.92
18668,Gist B-Type 100MN Afterburner,   20.50,    3.38,  85.86
23953,Jump Portal Generator I,   25.75,    4.25,  85.83
3534,CONCORD Capital Armor Repairer,   44.50,    7.38,  85.78
33904,Capital Transverse Bulkhead II,   28.63,    4.75,  85.77
94036,Maelstrom Stark Strategist SKIN,   24.75,    4.13,  85.71
56071,Cladistic-15 'Krai Perun' Filament,   67.13,   11.25,  85.65
3251,Inherent Implants 'Squire' Energy Pulse Weapons EP-704,   15.63,    2.63,  85.62
15893,Republic Fleet Warp Scrambler,   44.38,    7.50,  85.54
3983,Large Graviton Smartbomb II,   35.50,    6.00,  85.54
24560,Capital Corporate Hangar Bay,   29.50,    5.00,  85.51
31908,Imperial Navy 400mm Steel Plates,   19.88,    3.38,  85.48
11536,Ladar Sensor Cluster,   21.25,    3.63,  85.43
52244,Veles Entropic Radiation Sink,   56.88,    9.75,  85.37
47037,Standup Siren I,   21.75,    3.75,  85.29
52238,Zorya's Heavy Entropic Disintegrator,   42.50,    7.38,  85.21
31039,Small Thermal Armor Reinforcer II,   42.38,    7.38,  85.18
3092,Zainou 'Gnome' Shield Operation SP-906,   28.63,    5.00,  85.13
57464,Isotropic Neofullerene Beta-6,   17.88,    3.13,  85.12
82310,Compressed Ueganite III-Grade,   14.25,    2.50,  85.07
31820,Capital Core Defense Operational Solidifier I,   18.00,    3.25,  84.71
18955,Core C-Type Thermal Armor Hardener,   15.13,    2.75,  84.62
93072,Viator Pride of the Federation SKIN,   13.75,    2.50,  84.62
40563,Cyclops II,   17.00,    3.13,  84.47
3190,Eifyr and Co. 'Gunslinger' Motion Prediction MR-702,   14.88,    2.75,  84.40
18817,Corelum B-Type Thermal Energized Membrane,   37.75,    7.00,  84.36
85152,Phantom Ferros Metallic - Limited,   18.88,    3.50,  84.36
93350,Guerilla Republic - Unlimited,   15.38,    2.88,  84.25
52240,Zorya's Supratidal Entropic Disintegrator,   41.38,    7.75,  84.22
31408,Medium Semiconductor Memory Cell I,   61.13,   11.50,  84.17
26060,Large Auxiliary Thrusters I,   15.25,    2.88,  84.14
18680,Coreli C-Type 1MN Afterburner,   28.38,    5.38,  84.07
40559,Einherji II,   21.75,    4.13,  84.06
45599,Legion Offensive - Assault Optimization,   30.13,    5.75,  83.97
32819,Medium Ice Harvester Accelerator I,   22.25,    4.25,  83.96
91567,Gila GalNet StreamCast Unit SKIN,   56.25,   10.75,  83.96
93905,xer Qosh’s Modified Expanded Cargohold,   33.25,    6.38,  83.91
26416,Large Hydraulic Bay Thrusters II,   16.88,    3.25,  83.85
28800,Mid-grade Nomad Gamma,   47.38,    9.13,  83.85
20280,Siege Module I,   29.13,    5.63,  83.81
15768,Federation Navy 500MN Microwarpdrive,   27.75,    5.38,  83.77
93344,Imperial Supremacy - Unlimited,   16.75,    3.25,  83.75
11190,Sentinel,   51.38,   10.00,  83.71
23061,Einherji I,   43.00,    8.38,  83.70
92035,Arabellata SW-900-I,   31.38,    6.13,  83.67
56081,Home-15 'Pochven' Filament,   26.25,    5.13,  83.67
26376,Large Semiconductor Memory Cell II,   32.00,    6.25,  83.66
31904,Imperial Navy 200mm Steel Plates,   51.13,   10.00,  83.64
92387,Vedmak Unbridled Glory SKIN,   33.75,    6.63,  83.59
60470,Exigent Sentry Drone Projection Mutaplasmid,   30.50,    6.00,  83.56
85558,Glorified Unstable Stasis Webifier Mutaplasmid,   25.25,    5.00,  83.47
3415,Inherent Implants 'Noble' Remote Armor Repair Systems RA-704,   15.13,    3.00,  83.45
11547,Fusion Reactor Unit,   61.63,   12.25,  83.42
92467,Stellate TD-300-I,   59.00,   11.75,  83.39
40349,25000mm Crystalline Carbonide Restrained Plates,   26.88,    5.38,  83.33
2078,Zephyr,   16.25,    3.25,  83.33
26328,Large Drone Mining Augmentor II,   21.13,    4.25,  83.25
21478,50MN Digital Booster Microwarpdrive,   19.88,    4.00,  83.25
92952,Mystic XL,   38.50,    7.75,  83.24
19351,Gistum A-Type 50MN Microwarpdrive,   36.50,    7.38,  83.19
19023,Centum C-Type Medium Armor Repairer,   84.13,   17.00,  83.19
21484,'Full Duplex' Ballistic Control System,   39.38,    8.00,  83.11
31163,Capital Hyperspatial Velocity Optimizer I,   31.38,    6.38,  83.11
82175,Cormorant Navy Issue State Police SKIN,   21.50,    4.38,  83.09
42201,Low-grade Asklepian Epsilon,   16.50,    3.38,  83.02
11200,Taranis,   14.63,    3.00,  82.98
11695,Plasma Pulse Generator,   17.00,    3.50,  82.93
28799,Mid-grade Nomad Epsilon,   43.63,    9.00,  82.90
31922,Caldari Navy Small Shield Extender,   26.00,    5.38,  82.87
47123,Standup Shadow,   18.13,    3.75,  82.86
94054,Pontifex Mandate of Faith SKIN,   13.88,    2.88,  82.84
47362,Standup Layered Armor Plating II,   16.88,    3.50,  82.82
1964,Remote Sensor Booster II,   57.13,   11.88,  82.79
19299,Gist B-Type Shield Boost Amplifier,   18.00,    3.75,  82.76
37600,Women's Genolution Combat Suit,   18.00,    3.75,  82.76
11693,Graviton Pulse Generator,   16.75,    3.50,  82.72
19111,Corpum A-Type Medium Energy Nosferatu,   64.75,   13.63,  82.62
27393,Guristas Nova Heavy Assault Missile,   14.25,    3.00,  82.61
27365,Dread Guristas Scourge Light Missile,   13.63,    2.88,  82.58
31774,Capital Core Defense Capacitor Safeguard II,   24.88,    5.25,  82.57
90475,Integrated Sensor Array,   36.00,    7.63,  82.52
26100,Large Targeting System Subcontroller I,   14.75,    3.13,  82.52
47139,Standup Firbolg I,   19.38,    4.13,  82.45
2863,Primae,   21.13,    4.50,  82.44
54403,Mid-grade Hydra Omega,   36.25,    7.75,  82.39
1256,Shield Flux Coil II,   18.13,    3.88,  82.39
17212,Sansha Brass Tag,   25.13,    5.38,  82.38
26452,Large Core Defense Operational Solidifier II,   38.38,    8.25,  82.31
62625,Large Asteroid Ore Compressor I,   55.63,   12.00,  82.26
15457,Standard X-Instinct Booster,   17.88,    3.88,  82.18
18981,Coreli C-Type Small Remote Armor Repairer,   23.63,    5.13,  82.17
92392,Presidential Candidate Favor,   28.75,    6.25,  82.14
47921,Supratidal Scoped Entropic Disintegrator,   21.25,    4.63,  82.13
16061,Caldari Navy Rapid Light Missile Launcher,   29.25,    6.38,  82.11
18865,Corpum A-Type Thermal Energized Membrane,   88.88,   19.38,  82.10
23894,'Page' Capacitor Flux Coil I,   17.75,    3.88,  82.08
76494,Gnosis GalNet StreamCast Unit SKIN,   15.38,    3.38,  82.00
92034,Huntsman SW-600-I,   44.88,    9.88,  81.96
81067,Repelling Shield Emitter,   13.63,    3.00,  81.95
21889,Information Command Mindlink,   54.38,   12.00,  81.92
41525,Capital Flex Armor Hardener II,   15.25,    3.38,  81.88
3084,Zainou 'Gnome' Shield Management SM-706,   36.63,    8.13,  81.84
85400,X-Large Mutaplasmid Residue,   26.38,    5.88,  81.78
18670,Gistii A-Type 1MN Afterburner,   44.88,   10.00,  81.78
57733,Golem GalNet StreamCast Unit SKIN,   18.38,    4.13,  81.67
18855,Centum B-Type Kinetic Energized Membrane,   33.63,    7.63,  81.52
41499,Capital ACM Compact Armor Repairer,   13.75,    3.13,  81.48
45009,Standup Moon Drill I,   24.13,    5.50,  81.43
17769,Fluxed Condensates,   30.50,    7.00,  81.33
87514,Thrasher Republic Police SKIN,   15.25,    3.50,  81.33
18891,Centus C-Type Explosive Armor Hardener,   15.25,    3.50,  81.33
28850,Ark,   16.88,    3.88,  81.33
18635,Discovery Survey Probe I,   20.13,    4.63,  81.31
93729,Augoror Navy Issue Capsuleer Day XXIII SKIN,   19.00,    4.38,  81.28
13992,Domination Thermal Armor Hardener,   41.25,    9.50,  81.28
14210,Dread Guristas Medium Graviton Smartbomb,   42.88,    9.88,  81.28
61207,Uncommon Moon Mining Crystal Type B II,   13.50,    3.13,  81.20
72907,Magnate Navy Issue,   53.38,   12.38,  81.18
11535,Magnetometric Sensor Cluster,   16.13,    3.75,  81.13
85469,Glorified Unstable 5MN Microwarpdrive Mutaplasmid,   13.38,    3.13,  81.06
23416,'Peace' Large Remote Armor Repairer,   16.50,    3.88,  80.98
18961,Core B-Type Kinetic Armor Hardener,   17.00,    4.00,  80.95
47360,Standup Layered Armor Plating I,   14.88,    3.50,  80.95
31606,Medium Hydraulic Bay Thrusters II,   65.25,   15.38,  80.93
26068,Large Hyperspatial Velocity Optimizer I,   25.38,    6.00,  80.88
57477,Ladar-FTL Interlink Communicator,   17.38,    4.13,  80.81
26450,Large Core Defense Field Purger II,   22.63,    5.38,  80.80
19361,Corpum B-Type EM Energized Membrane,   15.25,    3.63,  80.79
29085,Capital Photon Microprocessor,   17.88,    4.25,  80.79
60475,Exigent Medium Drone Projection Mutaplasmid,   41.50,    9.88,  80.78
19193,Gist C-Type Large Shield Booster,   13.13,    3.13,  80.77
31380,Capital Capacitor Control Circuit II,   19.38,    4.63,  80.73
41251,50000MN Quad LiF Restrained Microwarpdrive,   16.75,    4.00,  80.72
14140,True Sansha Cap Recharger,   93.63,   22.38,  80.71
15967,Federation Navy Remote Tracking Computer,   17.25,    4.13,  80.70
37452,ORE Ice Mining Laser,   26.13,    6.25,  80.69
20499,High-grade Amulet Alpha,   32.38,    7.75,  80.69
19319,Coreli B-Type 5MN Microwarpdrive,   24.50,    5.88,  80.66
91570,Pioneer GalNet StreamCast Unit SKIN,   25.50,    6.13,  80.63
25278,Vermillion Cytoserocin,   13.00,    3.13,  80.62
14296,Limited Neural Boost - Beta,   77.75,   18.75,  80.57
18979,Core X-Type Thermal Armor Hardener,   81.38,   19.63,  80.57
31322,Small Targeting System Subcontroller I,   32.13,    7.75,  80.56
453,Small Focused Pulse Laser I,   14.50,    3.50,  80.56
93059,Republic Defense Booster IV,   40.50,    9.88,  80.40
3481,Inherent Implants 'Noble' Hull Upgrades HG-1004,   14.25,    3.50,  80.28
26414,Large Warhead Rigor Catalyst II,   23.38,    5.75,  80.26
81066,Metaprismatic Armor Plate,   15.75,    3.88,  80.25
62590,Medium Industrial Core I,   45.13,   11.13,  80.22
37302,Ion Siege Blaster II,   18.25,    4.50,  80.22
4397,Large Processor Overclocking Unit I,   18.25,    4.50,  80.22
93136,Imperial Defense Booster IV,   50.63,   12.50,  80.20
41214,Thukker Small Cap Battery,   84.38,   20.88,  80.17
19031,Corelum B-Type Medium Armor Repairer,   38.38,    9.50,  80.16
21023,Capital Shield Emitter,   13.13,    3.25,  80.15
11538,Nanomechanical Microprocessor,   39.88,    9.88,  80.15
54393,High-grade Hydra Beta,   14.63,    3.63,  80.14
93348,Fortified State - Unlimited,   15.13,    3.75,  80.13
37454,Vigil Fleet Issue,   33.13,    8.25,  80.06
55832,Triglavian Holographic Transcriber,   29.00,    7.25,  80.00
53857,Low-grade Nirvana Epsilon,   16.50,    4.13,  80.00
22474,Damnation,   28.38,    7.13,  79.93
18809,Corelum B-Type Multispectrum Energized Membrane,   41.75,   10.50,  79.90
31460,Small Energy Collision Accelerator II,   15.38,    3.88,  79.87
41503,Capital Ancillary Armor Repairer,   14.88,    3.75,  79.87
47028,Neural Lace 'Blackglass' Net Intrusion 920-40,   34.13,    8.63,  79.82
16660,Ceramic Powder,   39.88,   10.13,  79.75
13925,Domination Light Missile Launcher,   20.13,    5.13,  79.70
45594,Proteus Defensive - Nanobot Injector,   16.63,    4.25,  79.64
12803,Javelin L,   31.25,    8.00,  79.62
14156,Dark Blood Medium Energy Nosferatu,   15.63,    4.00,  79.62
57476,Magnetometric-FTL Interlink Communicator,   15.63,    4.00,  79.62
94156,Rokh State Regulator SKIN,   19.50,    5.00,  79.59
19057,Centum A-Type Medium Remote Armor Repairer,   42.38,   10.88,  79.58
14041,Domination EM Shield Amplifier,   70.00,   18.00,  79.55
15744,Federation Navy Small Armor Repairer,   13.13,    3.38,  79.55
26888,Mobile Large Warp Disruptor II,   13.13,    3.38,  79.55
13878,Shadow Serpentis 425mm Railgun,   13.13,    3.38,  79.55
37805,Republic Fleet Shield Recharger,   24.75,    6.38,  79.52
18805,Corelum C-Type EM Energized Membrane,   16.50,    4.25,  79.52
31736,Medium Explosive Shield Reinforcer II,   39.75,   10.25,  79.50
37292,Rapid Torpedo Launcher II,   67.50,   17.50,  79.41
31169,Capital Hyperspatial Velocity Optimizer II,   13.50,    3.50,  79.41
16233,Prophecy,   19.75,    5.13,  79.40
11556,Pulse Shield Emitter,   21.63,    5.63,  79.36
17728,Megathron Navy Issue,   27.75,    7.25,  79.29
57736,Retribution GalNet StreamCast Unit SKIN,   13.88,    3.63,  79.29
23709,Medium Armor Maintenance Bot I,   21.50,    5.63,  79.26
41469,Capital Asymmetric Enduring Remote Shield Booster,   12.88,    3.38,  79.23
47826,Unstable Medium Energy Neutralizer Mutaplasmid,   55.75,   14.63,  79.22
15786,Imperial Navy Heavy Capacitor Booster,   20.00,    5.25,  79.21
26931,Small Processor Overclocking Unit II,   24.25,    6.38,  79.18
56075,Cladistic-15 'Krai Svarog' Filament,   48.63,   12.88,  79.07
27920,Electron Bomb,   40.50,   10.75,  79.02
13923,Domination Torpedo Launcher,   29.13,    7.75,  78.98
3049,Mega Beam Laser II,   41.75,   11.13,  78.96
23868,'Warhammer' Large EMP Smartbomb,   13.13,    3.50,  78.95
13988,Domination Explosive Armor Hardener,   20.13,    5.38,  78.92
3094,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-704,   18.25,    4.88,  78.92
12540,Serpentis Platinum Tag,   30.88,    8.25,  78.91
62587,Compressed Mercoxit II-Grade,   14.50,    3.88,  78.91
20565,Improved 'Guise' Cloaking Device II,   26.63,    7.13,  78.89
28797,Mid-grade Nomad Beta,   32.13,    8.63,  78.83
15721,Imperial Navy Thermal Energized Membrane,   13.50,    3.63,  78.83
22571,Inherent Implants 'Yeti' Ice Harvesting IH-1005,   29.75,    8.00,  78.81
40570,Siren II,   18.13,    4.88,  78.80
11545,Crystalline Carbonide Armor Plate,   18.13,    4.88,  78.80
40661,Capital Infectious Scoped Energy Neutralizer,   21.38,    5.75,  78.80
32246,RSS Core Scanner Probe,   30.63,    8.25,  78.78
93742,Republic Fleet Firetail Capsuleer Day XXIII SKIN,   20.38,    5.50,  78.74
28796,Mid-grade Nomad Alpha,   26.75,    7.25,  78.68
11196,Claw,   22.13,    6.00,  78.67
37612,True Sansha Warp Disruption Field Generator,   41.88,   11.38,  78.64
37820,Caldari Navy Shield Power Relay,   74.00,   20.13,  78.62
85645,Glorified Unstable Warp Scrambler Mutaplasmid,   26.63,    7.25,  78.60
91105,Nation Stormhive Shard,   17.75,    4.88,  78.45
3017,Gatling Pulse Laser II,   22.75,    6.25,  78.45
24640,Zainou 'Deadeye' Guided Missile Precision GP-805,   39.13,   10.75,  78.45
33894,Medium Transverse Bulkhead I,   60.00,   16.50,  78.43
27238,Eifyr and Co. 'Alchemist' Gas Harvesting GH-803,   32.25,    8.88,  78.42
92954,Occult XL,   25.38,    7.00,  78.38
11543,Tungsten Carbide Armor Plate,   25.38,    7.00,  78.38
31125,Medium Cargohold Optimization II,   54.13,   15.00,  78.30
32047,Medium Drone Mining Augmentor II,   15.75,    4.38,  78.26
54829,Large Vorton Specialization,   55.63,   15.50,  78.21
28811,Mid-grade Virtue Epsilon,  113.38,   31.63,  78.19
52309,Datacore - Triglavian Quantum Engineering,   29.50,    8.25,  78.15
18933,Corpus X-Type EM Armor Hardener,   54.00,   15.13,  78.12
20599,'Undertaker' Heavy Missile Launcher,   24.00,    6.75,  78.05
9491,1400mm 'Scout' Artillery I,  107.75,   30.38,  78.01
26224,Drug Manufacturing,   15.50,    4.38,  77.99
