period start,updates/m,creations/m,sales/m,deletions/m
2026-06-24 10:00:00+00,70.4000000000000000,59.6000000000000000,197.4000000000000000,109.8000000000000000
2026-06-24 10:05:00+00,79.6000000000000000,55.4000000000000000,193.2000000000000000,66.2000000000000000
2026-06-24 10:10:00+00,69.6000000000000000,49.4000000000000000,219.2000000000000000,65.2000000000000000
2026-06-24 10:15:00+00,58.0000000000000000,47.6000000000000000,223.2000000000000000,48.0000000000000000
2026-06-24 10:20:00+00,72.6000000000000000,46.0000000000000000,202.8000000000000000,45.8000000000000000
2026-06-24 10:25:00+00,83.0000000000000000,55.2000000000000000,215.6000000000000000,60.8000000000000000
2026-06-24 10:30:00+00,53.6000000000000000,49.6000000000000000,322.2000000000000000,68.4000000000000000
2026-06-24 10:35:00+00,68.0000000000000000,47.8000000000000000,47.8000000000000000,17.2000000000000000
2026-06-24 10:40:00+00,74.4000000000000000,73.6000000000000000,293.0000000000000000,85.2000000000000000
2026-06-24 10:45:00+00,62.8000000000000000,48.0000000000000000,233.4000000000000000,71.6000000000000000
2026-06-24 10:50:00+00,69.0000000000000000,54.4000000000000000,202.6000000000000000,61.8000000000000000
2026-06-24 10:55:00+00,59.0000000000000000,49.2000000000000000,214.0000000000000000,42.8000000000000000
2026-06-24 11:00:00+00,1.6000000000000000,0.40000000000000000000,56.0000000000000000,21.2000000000000000
2026-06-24 11:05:00+00,15.0000000000000000,2.4000000000000000,104.2000000000000000,26.6000000000000000
2026-06-24 11:10:00+00,41.6000000000000000,25.8000000000000000,44.4000000000000000,10.4000000000000000
2026-06-24 11:15:00+00,46.2000000000000000,20.8000000000000000,159.6000000000000000,49.6000000000000000
2026-06-24 11:20:00+00,45.2000000000000000,34.0000000000000000,235.6000000000000000,59.0000000000000000
2026-06-24 11:25:00+00,57.0000000000000000,32.8000000000000000,43.2000000000000000,14.2000000000000000
2026-06-24 11:30:00+00,71.0000000000000000,38.6000000000000000,215.0000000000000000,70.2000000000000000
2026-06-24 11:35:00+00,78.0000000000000000,41.6000000000000000,259.2000000000000000,43.0000000000000000
2026-06-24 11:40:00+00,81.2000000000000000,49.6000000000000000,61.4000000000000000,14.4000000000000000
2026-06-24 11:45:00+00,84.0000000000000000,59.4000000000000000,213.8000000000000000,103.6000000000000000
2026-06-24 11:50:00+00,94.0000000000000000,45.6000000000000000,275.8000000000000000,42.4000000000000000
2026-06-24 11:55:00+00,83.0000000000000000,48.8000000000000000,43.6000000000000000,28.8000000000000000
2026-06-24 12:00:00+00,75.0000000000000000,41.8000000000000000,347.8000000000000000,94.8000000000000000
2026-06-24 12:05:00+00,82.8000000000000000,44.4000000000000000,57.6000000000000000,16.0000000000000000
2026-06-24 12:10:00+00,87.0000000000000000,68.4000000000000000,183.6000000000000000,93.0000000000000000
2026-06-24 12:15:00+00,85.6000000000000000,62.6000000000000000,319.2000000000000000,62.2000000000000000
2026-06-24 12:20:00+00,89.2000000000000000,81.4000000000000000,48.6000000000000000,14.6000000000000000
2026-06-24 12:25:00+00,92.6000000000000000,84.4000000000000000,392.6000000000000000,95.6000000000000000
2026-06-24 12:30:00+00,99.0000000000000000,105.8000000000000000,114.2000000000000000,23.8000000000000000
2026-06-24 12:35:00+00,103.2000000000000000,69.0000000000000000,388.6000000000000000,112.6000000000000000
2026-06-24 12:40:00+00,95.8000000000000000,55.8000000000000000,64.0000000000000000,20.2000000000000000
2026-06-24 12:45:00+00,100.2000000000000000,81.8000000000000000,473.6000000000000000,96.6000000000000000
2026-06-24 12:50:00+00,81.6000000000000000,90.8000000000000000,91.0000000000000000,17.4000000000000000
2026-06-24 12:55:00+00,107.0000000000000000,62.2000000000000000,357.8000000000000000,121.8000000000000000
2026-06-24 13:00:00+00,116.2000000000000000,68.6000000000000000,82.2000000000000000,18.6000000000000000
2026-06-24 13:05:00+00,118.0000000000000000,76.8000000000000000,388.2000000000000000,113.0000000000000000
2026-06-24 13:10:00+00,87.0000000000000000,85.8000000000000000,75.8000000000000000,24.6000000000000000
2026-06-24 13:15:00+00,84.8000000000000000,93.6000000000000000,353.4000000000000000,101.0000000000000000
2026-06-24 13:20:00+00,113.6000000000000000,84.0000000000000000,89.0000000000000000,25.4000000000000000
2026-06-24 13:25:00+00,103.4000000000000000,77.8000000000000000,390.8000000000000000,116.4000000000000000
2026-06-24 13:30:00+00,113.8000000000000000,67.6000000000000000,96.6000000000000000,28.2000000000000000
2026-06-24 13:35:00+00,98.2000000000000000,54.2000000000000000,403.6000000000000000,107.6000000000000000
2026-06-24 13:40:00+00,114.0000000000000000,74.6000000000000000,83.8000000000000000,21.2000000000000000
2026-06-24 13:45:00+00,107.6000000000000000,90.4000000000000000,379.2000000000000000,119.6000000000000000
2026-06-24 13:50:00+00,67.0000000000000000,67.0000000000000000,100.4000000000000000,29.6000000000000000
2026-06-24 13:55:00+00,85.8000000000000000,62.4000000000000000,440.2000000000000000,101.0000000000000000
2026-06-24 14:00:00+00,97.4000000000000000,71.8000000000000000,106.0000000000000000,23.6000000000000000
2026-06-24 14:05:00+00,91.0000000000000000,79.4000000000000000,368.4000000000000000,145.8000000000000000
2026-06-24 14:10:00+00,139.2000000000000000,76.8000000000000000,107.2000000000000000,33.0000000000000000
2026-06-24 14:15:00+00,124.8000000000000000,76.0000000000000000,456.6000000000000000,98.6000000000000000
2026-06-24 14:20:00+00,97.6000000000000000,68.4000000000000000,68.0000000000000000,23.0000000000000000
2026-06-24 14:25:00+00,118.2000000000000000,77.2000000000000000,418.8000000000000000,107.8000000000000000
2026-06-24 14:30:00+00,151.8000000000000000,86.8000000000000000,77.0000000000000000,34.4000000000000000
2026-06-24 14:35:00+00,140.8000000000000000,67.0000000000000000,406.2000000000000000,106.0000000000000000
2026-06-24 14:40:00+00,128.6000000000000000,73.0000000000000000,112.0000000000000000,18.0000000000000000
2026-06-24 14:45:00+00,99.8000000000000000,75.8000000000000000,435.4000000000000000,134.2000000000000000
2026-06-24 14:50:00+00,108.6000000000000000,70.4000000000000000,89.4000000000000000,16.6000000000000000
2026-06-24 14:55:00+00,103.2000000000000000,61.0000000000000000,443.2000000000000000,121.6000000000000000
2026-06-24 15:00:00+00,98.8000000000000000,77.8000000000000000,126.4000000000000000,23.8000000000000000
2026-06-24 15:05:00+00,98.6000000000000000,75.8000000000000000,389.8000000000000000,125.0000000000000000
2026-06-24 15:10:00+00,110.8000000000000000,89.6000000000000000,122.2000000000000000,30.8000000000000000
2026-06-24 15:15:00+00,114.4000000000000000,89.8000000000000000,349.4000000000000000,112.4000000000000000
2026-06-24 15:20:00+00,87.0000000000000000,89.8000000000000000,96.8000000000000000,21.0000000000000000
2026-06-24 15:25:00+00,110.8000000000000000,95.4000000000000000,413.4000000000000000,110.2000000000000000
2026-06-24 15:30:00+00,126.2000000000000000,77.6000000000000000,107.4000000000000000,25.8000000000000000
2026-06-24 15:35:00+00,121.8000000000000000,64.6000000000000000,428.2000000000000000,122.4000000000000000
2026-06-24 15:40:00+00,118.6000000000000000,79.0000000000000000,104.4000000000000000,32.8000000000000000
2026-06-24 15:45:00+00,127.8000000000000000,84.0000000000000000,274.0000000000000000,132.0000000000000000
2026-06-24 15:50:00+00,140.4000000000000000,78.8000000000000000,351.0000000000000000,77.6000000000000000
2026-06-24 15:55:00+00,101.4000000000000000,87.4000000000000000,228.8000000000000000,66.8000000000000000
2026-06-24 16:00:00+00,123.8000000000000000,89.2000000000000000,272.6000000000000000,90.8000000000000000
2026-06-24 16:05:00+00,113.4000000000000000,80.8000000000000000,291.6000000000000000,61.0000000000000000
2026-06-24 16:10:00+00,102.2000000000000000,67.2000000000000000,262.8000000000000000,69.2000000000000000
2026-06-24 16:15:00+00,88.8000000000000000,67.2000000000000000,252.4000000000000000,75.0000000000000000
2026-06-24 16:20:00+00,120.2000000000000000,81.6000000000000000,247.4000000000000000,84.2000000000000000
2026-06-24 16:25:00+00,111.0000000000000000,79.2000000000000000,270.4000000000000000,70.6000000000000000
2026-06-24 16:30:00+00,121.0000000000000000,130.4000000000000000,341.6000000000000000,85.4000000000000000
2026-06-24 16:35:00+00,138.4000000000000000,94.0000000000000000,337.8000000000000000,93.2000000000000000
2026-06-24 16:40:00+00,124.4000000000000000,84.2000000000000000,371.4000000000000000,87.4000000000000000
2026-06-24 16:45:00+00,115.2000000000000000,92.4000000000000000,259.6000000000000000,69.8000000000000000
2026-06-24 16:50:00+00,107.0000000000000000,90.4000000000000000,224.8000000000000000,89.2000000000000000
2026-06-24 16:55:00+00,101.6000000000000000,80.2000000000000000,254.8000000000000000,58.0000000000000000
2026-06-24 17:00:00+00,85.6000000000000000,90.2000000000000000,288.6000000000000000,63.8000000000000000
2026-06-24 17:05:00+00,93.2000000000000000,105.0000000000000000,239.8000000000000000,81.4000000000000000
2026-06-24 17:10:00+00,93.2000000000000000,88.6000000000000000,279.6000000000000000,73.8000000000000000
2026-06-24 17:15:00+00,89.8000000000000000,70.2000000000000000,261.0000000000000000,67.8000000000000000
2026-06-24 17:20:00+00,100.8000000000000000,70.6000000000000000,268.8000000000000000,67.6000000000000000
2026-06-24 17:25:00+00,117.2000000000000000,63.4000000000000000,286.0000000000000000,61.2000000000000000
2026-06-24 17:30:00+00,110.6000000000000000,89.8000000000000000,259.2000000000000000,56.2000000000000000
2026-06-24 17:35:00+00,120.0000000000000000,77.4000000000000000,251.8000000000000000,60.4000000000000000
2026-06-24 17:40:00+00,104.2000000000000000,72.8000000000000000,275.8000000000000000,65.4000000000000000
2026-06-24 17:45:00+00,102.0000000000000000,75.8000000000000000,254.4000000000000000,70.6000000000000000
2026-06-24 17:50:00+00,88.6000000000000000,68.4000000000000000,241.0000000000000000,77.8000000000000000
2026-06-24 17:55:00+00,75.8000000000000000,79.4000000000000000,269.8000000000000000,66.6000000000000000
2026-06-24 18:00:00+00,81.8000000000000000,85.0000000000000000,305.6000000000000000,73.0000000000000000
2026-06-24 18:05:00+00,87.4000000000000000,86.0000000000000000,283.6000000000000000,60.0000000000000000
2026-06-24 18:10:00+00,84.2000000000000000,53.2000000000000000,248.8000000000000000,76.2000000000000000
2026-06-24 18:15:00+00,114.8000000000000000,80.0000000000000000,289.8000000000000000,85.0000000000000000
2026-06-24 18:20:00+00,112.4000000000000000,68.2000000000000000,295.2000000000000000,79.4000000000000000
2026-06-24 18:25:00+00,87.6000000000000000,56.2000000000000000,313.2000000000000000,64.0000000000000000
2026-06-24 18:30:00+00,100.2000000000000000,88.0000000000000000,299.8000000000000000,77.4000000000000000
2026-06-24 18:35:00+00,103.2000000000000000,72.6000000000000000,293.6000000000000000,77.0000000000000000
2026-06-24 18:40:00+00,91.8000000000000000,67.4000000000000000,312.2000000000000000,92.8000000000000000
2026-06-24 18:45:00+00,116.8000000000000000,82.6000000000000000,406.8000000000000000,102.8000000000000000
2026-06-24 18:50:00+00,133.0000000000000000,94.2000000000000000,302.6000000000000000,79.2000000000000000
2026-06-24 18:55:00+00,134.4000000000000000,89.6000000000000000,304.8000000000000000,79.0000000000000000
2026-06-24 19:00:00+00,98.8000000000000000,78.2000000000000000,341.4000000000000000,59.8000000000000000
2026-06-24 19:05:00+00,104.6000000000000000,70.0000000000000000,307.2000000000000000,83.6000000000000000
2026-06-24 19:10:00+00,124.2000000000000000,89.2000000000000000,319.6000000000000000,78.6000000000000000
2026-06-24 19:15:00+00,118.2000000000000000,81.4000000000000000,302.2000000000000000,63.6000000000000000
2026-06-24 19:20:00+00,112.8000000000000000,89.4000000000000000,313.0000000000000000,71.4000000000000000
2026-06-24 19:25:00+00,116.0000000000000000,82.2000000000000000,325.6000000000000000,84.6000000000000000
2026-06-24 19:30:00+00,141.6000000000000000,83.6000000000000000,328.2000000000000000,107.4000000000000000
2026-06-24 19:35:00+00,145.0000000000000000,96.8000000000000000,233.8000000000000000,99.2000000000000000
2026-06-24 19:40:00+00,123.2000000000000000,68.4000000000000000,311.8000000000000000,72.4000000000000000
2026-06-24 19:45:00+00,104.0000000000000000,87.4000000000000000,334.0000000000000000,71.8000000000000000
