period start,updates/m,creations/m,sales/m
2026-04-26 12:05:00+00,110.6000000000000000,72.6000000000000000,219.8000000000000000
2026-04-26 12:10:00+00,137.8000000000000000,69.4000000000000000,269.8000000000000000
2026-04-26 12:15:00+00,118.2000000000000000,74.4000000000000000,284.6000000000000000
2026-04-26 12:20:00+00,125.4000000000000000,94.4000000000000000,269.2000000000000000
2026-04-26 12:25:00+00,135.0000000000000000,78.4000000000000000,267.0000000000000000
2026-04-26 12:30:00+00,123.4000000000000000,71.8000000000000000,217.4000000000000000
2026-04-26 12:35:00+00,132.4000000000000000,83.2000000000000000,284.2000000000000000
2026-04-26 12:40:00+00,130.2000000000000000,80.6000000000000000,304.6000000000000000
2026-04-26 12:45:00+00,115.8000000000000000,82.2000000000000000,252.6000000000000000
2026-04-26 12:50:00+00,89.6000000000000000,89.6000000000000000,254.6000000000000000
2026-04-26 12:55:00+00,79.6000000000000000,72.8000000000000000,276.4000000000000000
2026-04-26 13:00:00+00,78.4000000000000000,76.4000000000000000,278.0000000000000000
2026-04-26 13:05:00+00,103.6000000000000000,91.6000000000000000,302.0000000000000000
2026-04-26 13:10:00+00,84.6000000000000000,92.2000000000000000,307.4000000000000000
2026-04-26 13:15:00+00,113.0000000000000000,102.6000000000000000,349.2000000000000000
2026-04-26 13:20:00+00,126.8000000000000000,80.4000000000000000,239.0000000000000000
2026-04-26 13:25:00+00,95.6000000000000000,77.4000000000000000,290.6000000000000000
2026-04-26 13:30:00+00,76.4000000000000000,75.6000000000000000,331.8000000000000000
2026-04-26 13:35:00+00,68.6000000000000000,80.0000000000000000,312.0000000000000000
2026-04-26 13:40:00+00,90.0000000000000000,91.8000000000000000,321.2000000000000000
2026-04-26 13:45:00+00,97.4000000000000000,77.6000000000000000,329.4000000000000000
2026-04-26 13:50:00+00,105.4000000000000000,80.4000000000000000,343.4000000000000000
2026-04-26 13:55:00+00,88.4000000000000000,88.4000000000000000,292.4000000000000000
2026-04-26 14:00:00+00,105.6000000000000000,83.0000000000000000,303.0000000000000000
2026-04-26 14:05:00+00,113.8000000000000000,82.0000000000000000,278.4000000000000000
2026-04-26 14:10:00+00,92.0000000000000000,89.2000000000000000,338.8000000000000000
2026-04-26 14:15:00+00,103.0000000000000000,82.8000000000000000,363.0000000000000000
2026-04-26 14:20:00+00,103.2000000000000000,108.0000000000000000,320.4000000000000000
2026-04-26 14:25:00+00,121.6000000000000000,115.2000000000000000,286.8000000000000000
2026-04-26 14:30:00+00,105.0000000000000000,97.6000000000000000,312.6000000000000000
2026-04-26 14:35:00+00,109.0000000000000000,94.2000000000000000,239.0000000000000000
2026-04-26 14:40:00+00,102.6000000000000000,125.8000000000000000,303.0000000000000000
2026-04-26 14:45:00+00,96.8000000000000000,110.0000000000000000,366.6000000000000000
2026-04-26 14:50:00+00,127.8000000000000000,85.6000000000000000,287.0000000000000000
2026-04-26 14:55:00+00,111.0000000000000000,79.6000000000000000,308.4000000000000000
2026-04-26 15:00:00+00,101.4000000000000000,78.8000000000000000,367.6000000000000000
2026-04-26 15:05:00+00,125.2000000000000000,79.6000000000000000,294.4000000000000000
2026-04-26 15:10:00+00,100.8000000000000000,90.4000000000000000,279.4000000000000000
2026-04-26 15:15:00+00,89.4000000000000000,101.6000000000000000,307.0000000000000000
2026-04-26 15:20:00+00,94.2000000000000000,75.2000000000000000,342.4000000000000000
2026-04-26 15:25:00+00,114.6000000000000000,94.4000000000000000,300.6000000000000000
2026-04-26 15:30:00+00,155.8000000000000000,98.2000000000000000,277.4000000000000000
2026-04-26 15:35:00+00,137.0000000000000000,106.2000000000000000,344.4000000000000000
