"period start","updates/m","creations/m","sales/m","deletions/m","total/m"
"2026-04-19 11:15:00+00",89.2000000000000000,37.4000000000000000,225.0000000000000000,58.6000000000000000,410.2000000000000000
"2026-04-19 11:20:00+00",81.8000000000000000,55.0000000000000000,226.4000000000000000,61.6000000000000000,424.8000000000000000
"2026-04-19 11:25:00+00",78.8000000000000000,64.4000000000000000,237.0000000000000000,77.8000000000000000,458.0000000000000000
"2026-04-19 11:30:00+00",78.2000000000000000,67.2000000000000000,240.0000000000000000,68.2000000000000000,453.6000000000000000
"2026-04-19 11:35:00+00",97.0000000000000000,70.0000000000000000,342.4000000000000000,70.2000000000000000,579.6000000000000000
"2026-04-19 11:40:00+00",73.8000000000000000,81.6000000000000000,304.0000000000000000,78.6000000000000000,538.0000000000000000
"2026-04-19 11:45:00+00",110.8000000000000000,85.4000000000000000,374.0000000000000000,81.4000000000000000,651.6000000000000000
"2026-04-19 11:50:00+00",96.0000000000000000,72.0000000000000000,331.4000000000000000,61.8000000000000000,561.2000000000000000
"2026-04-19 11:55:00+00",101.0000000000000000,77.6000000000000000,304.0000000000000000,98.8000000000000000,581.4000000000000000
"2026-04-19 12:00:00+00",145.4000000000000000,69.4000000000000000,252.2000000000000000,82.8000000000000000,549.8000000000000000
"2026-04-19 12:05:00+00",138.0000000000000000,74.4000000000000000,286.6000000000000000,69.6000000000000000,568.6000000000000000
"2026-04-19 12:10:00+00",108.2000000000000000,75.0000000000000000,353.2000000000000000,82.6000000000000000,619.0000000000000000
"2026-04-19 12:15:00+00",125.0000000000000000,74.4000000000000000,343.0000000000000000,90.0000000000000000,632.4000000000000000
"2026-04-19 12:20:00+00",124.6000000000000000,93.8000000000000000,291.2000000000000000,75.6000000000000000,585.2000000000000000
"2026-04-19 12:25:00+00",156.8000000000000000,92.4000000000000000,264.4000000000000000,94.8000000000000000,608.4000000000000000
"2026-04-19 12:30:00+00",142.8000000000000000,91.6000000000000000,249.4000000000000000,81.6000000000000000,565.4000000000000000
"2026-04-19 12:35:00+00",137.6000000000000000,81.6000000000000000,281.2000000000000000,86.8000000000000000,587.2000000000000000
"2026-04-19 12:40:00+00",108.8000000000000000,97.2000000000000000,326.0000000000000000,72.0000000000000000,604.0000000000000000
"2026-04-19 12:45:00+00",124.8000000000000000,66.8000000000000000,316.6000000000000000,82.0000000000000000,590.2000000000000000
"2026-04-19 12:50:00+00",115.4000000000000000,71.2000000000000000,309.6000000000000000,76.6000000000000000,572.8000000000000000
"2026-04-19 12:55:00+00",119.8000000000000000,91.6000000000000000,268.0000000000000000,62.2000000000000000,541.6000000000000000
"2026-04-19 13:00:00+00",113.4000000000000000,89.8000000000000000,327.4000000000000000,88.0000000000000000,618.6000000000000000
"2026-04-19 13:05:00+00",112.6000000000000000,109.6000000000000000,307.2000000000000000,66.2000000000000000,595.6000000000000000
