"type_id","name","daily_upd","daily_creat","update_pct"
47775,"Unstable Large Armor Repairer Mutaplasmid","   30.13","   10.63","  73.93"
31774,"Capital Core Defense Capacitor Safeguard II","   14.88","    5.25","  73.91"
13834,"True Sansha Tachyon Beam Laser","   12.75","    4.50","  73.91"
19203,"Pith B-Type Large Shield Booster","   20.88","    7.38","  73.89"
13832,"True Sansha Mega Pulse Laser","   14.13","    5.00","  73.86"
28798,"Mid-grade Nomad Delta","   14.13","    5.00","  73.86"
3130,"Heavy Electron Blaster II","   18.00","    6.38","  73.85"
18670,"Gistii A-Type 1MN Afterburner","   23.63","    8.38","  73.83"
3065,"Tachyon Beam Laser II","   38.38","   13.63","  73.80"
90486,"Unstable Modulated Deep Core Strip Miner Mutaplasmid","   19.00","    6.75","  73.79"
12733,"Prorator","   19.00","    6.75","  73.79"
21720,"Sleeper Thermal Regulator","   34.13","   12.13","  73.78"
18871,"Centum A-Type EM Energized Membrane","   41.50","   14.75","  73.78"
48422,"Unstable Medium Energy Nosferatu Mutaplasmid","   16.88","    6.00","  73.77"
37302,"Ion Siege Blaster II","   22.13","    7.88","  73.75"
13963,"True Sansha Small Armor Repairer","   16.13","    5.75","  73.71"
19141,"Gistum C-Type Medium Remote Shield Booster","   48.63","   17.38","  73.67"
23803,"'Censer' Medium Cap Battery","   13.63","    4.88","  73.65"
28377,"Caldari Navy Heavy Assault Missile Launcher","   25.13","    9.00","  73.63"
19083,"Centum C-Type Medium Remote Capacitor Transmitter","   13.25","    4.75","  73.61"
3983,"Large Graviton Smartbomb II","   18.13","    6.50","  73.60"
27186,"Poteque 'Prospector' Astrometric Pinpointing AP-606","   23.00","    8.25","  73.60"
21009,"Capital Propulsion Engine","   16.38","    5.88","  73.60"
24527,"Mjolnir Javelin Torpedo","   12.88","    4.63","  73.57"
48386,"Women's Triglavian Survival Suit (Encounter)","   16.00","    5.75","  73.56"
21074,"Talocan Sketch Books","   26.75","    9.63","  73.54"
92284,"Roden YC128 Campaign Bus","   48.25","   17.38","  73.52"
92514,"Ultratidal Entropic Disintegrator II","   45.38","   16.38","  73.48"
31041,"Medium Thermal Armor Reinforcer II","   16.63","    6.00","  73.48"
13245,"Zainou 'Deadeye' Trajectory Analysis TA-703","   12.75","    4.63","  73.38"
48434,"Unstable Medium Cap Battery Mutaplasmid","   26.88","    9.75","  73.38"
21721,"Sleeper Heat Nullifying Coil","   26.13","    9.50","  73.33"
31570,"Medium Hybrid Locus Coordinator II","   16.13","    5.88","  73.30"
31616,"Medium Rocket Fuel Cache Partition II","   30.13","   11.00","  73.25"
16669,"Ferrofluid","   21.13","    7.75","  73.16"
31171,"Small Low Friction Nozzle Joints II","   27.25","   10.00","  73.15"
60301,"Complex Asteroid Mining Crystal Type B II","   33.00","   12.13","  73.13"
40559,"Einherji II","   17.00","    6.25","  73.12"
10842,"X-Large Shield Booster II","   21.00","    7.75","  73.04"
40357,"Capital Shield Extender II","   44.00","   16.25","  73.03"
62564,"Compressed Bistot","   23.63","    8.75","  72.97"
54749,"Medium Consortium Vorton Projector","   13.50","    5.00","  72.97"
45613,"Tengu Propulsion - Interdiction Nullifier","   32.38","   12.00","  72.96"
57464,"Isotropic Neofullerene Beta-6","   14.50","    5.38","  72.96"
3256,"Inherent Implants 'Squire' Power Grid Management EG-602","   25.63","    9.50","  72.95"
14220,"Shadow Serpentis Medium Plasma Smartbomb","   37.25","   13.88","  72.86"
24488,"Nova Rage Heavy Assault Missile","   31.88","   11.88","  72.86"
31942,"Federation Navy Omnidirectional Tracking Link","   30.13","   11.25","  72.81"
19245,"Gistum C-Type EM Shield Amplifier","   24.75","    9.25","  72.79"
33850,"Federation Navy Drone Navigation Computer","   15.00","    5.63","  72.73"
19263,"Gist C-Type EM Shield Hardener","   13.00","    4.88","  72.73"
19247,"Gistum B-Type EM Shield Amplifier","   32.25","   12.13","  72.68"
57453,"Carbon Fiber","   16.25","    6.13","  72.63"
24283,"Fighter Support Unit I","   23.50","    8.88","  72.59"
47756,"Gravid 100MN Afterburner Mutaplasmid","   39.38","   14.88","  72.58"
56070,"Cladistic-5 'Krai Perun' Filament","   25.13","    9.50","  72.56"
52254,"Draugur","   29.50","   11.25","  72.39"
40349,"25000mm Crystalline Carbonide Restrained Plates","   26.88","   10.25","  72.39"
60468,"Exigent Sentry Drone Firepower Mutaplasmid","   12.75","    4.88","  72.34"
22977,"Federation Navy Antimatter Charge M","   20.25","    7.75","  72.32"
14156,"Dark Blood Medium Energy Nosferatu","   16.00","    6.13","  72.32"
47815,"Gravid Medium Armor Plate Mutaplasmid","   14.00","    5.38","  72.26"
47798,"Unstable Small Shield Extender Mutaplasmid","   14.00","    5.38","  72.26"
41196,"Sentient Signal Amplifier","   67.63","   26.00","  72.23"
47771,"Unstable Medium Armor Repairer Mutaplasmid","   18.50","    7.13","  72.20"
17317,"Fermionic Condensates","   65.88","   25.38","  72.19"
589,"Executioner","   26.88","   10.38","  72.15"
19204,"Pith B-Type X-Large Shield Booster","   18.13","    7.00","  72.14"
62562,"Compressed Crokite III-Grade","   14.88","    5.75","  72.12"
34481,"Domination Inertial Stabilizers","   30.38","   11.75","  72.11"
31380,"Capital Capacitor Control Circuit II","   12.25","    4.75","  72.06"
19145,"Gistum A-Type Medium Remote Shield Booster","   13.50","    5.25","  72.00"
40361,"Gram I","   32.13","   12.50","  71.99"
31532,"Small Hybrid Burst Aerator II","   18.63","    7.25","  71.98"
22993,"Federation Navy Antimatter Charge L","   19.25","    7.50","  71.96"
14134,"Dark Blood Power Diagnostic System","   46.75","   18.25","  71.92"
24700,"Myrmidon","   32.00","   12.50","  71.91"
33522,"'Yurt' Mobile Depot","   32.88","   12.88","  71.86"
41191,"Sentient Sensor Booster","   54.88","   21.50","  71.85"
14164,"Dark Blood Medium Energy Neutralizer","   14.00","    5.50","  71.79"
1969,"Remote Sensor Dampener II","   43.25","   17.00","  71.78"
28205,"Medium Armor Maintenance Bot II","   14.63","    5.75","  71.78"
11184,"Crusader","   36.50","   14.38","  71.74"
25349,"Strong Exile Booster","   12.38","    4.88","  71.74"
24558,"Capital Ship Maintenance Bay","   12.63","    5.00","  71.63"
23119,"Imperial Navy Radio L","   27.13","   10.75","  71.62"
12528,"Angel Silver Tag","   13.88","    5.50","  71.61"
2547,"Kinetic Shield Amplifier II","   27.38","   10.88","  71.57"
31652,"Medium Warhead Rigor Catalyst II","   12.88","    5.13","  71.53"
2801,"Nova Javelin Torpedo","   16.63","    6.63","  71.51"
18879,"Centum A-Type Kinetic Energized Membrane","   37.63","   15.00","  71.50"
21569,"Sleeper Profound Research Notes","   44.75","   17.88","  71.46"
19231,"Pithum A-Type EM Shield Amplifier","   66.63","   26.63","  71.45"
52250,"Nergal","   43.75","   17.50","  71.43"
27179,"Zainou 'Beancounter' Research RR-605","   19.38","    7.75","  71.43"
28336,"Republic Fleet Depleted Uranium S","   11.88","    4.75","  71.43"
18945,"Corpus X-Type Thermal Armor Hardener","   49.00","   19.63","  71.40"
53706,"Mid-grade Nirvana Delta","   29.00","   11.63","  71.38"
17368,"Station Warehouse Container","   21.50","    8.63","  71.37"
22570,"Inherent Implants 'Yeti' Ice Harvesting IH-1003","   15.88","    6.38","  71.35"
16517,"XT-9000 Cruise Launcher","   13.38","    5.38","  71.33"
53299,"Zirnitra Blueprint Data Vault","   22.38","    9.00","  71.31"
81047,"Torrent","   45.00","   18.13","  71.29"
41303,"Enduring Conductors","   18.00","    7.25","  71.29"
26888,"Mobile Large Warp Disruptor II","   18.00","    7.25","  71.29"
23177,"Takmahl Astral Treatment","   13.63","    5.50","  71.24"
28813,"Mid-grade Virtue Omega","   42.38","   17.13","  71.22"
2977,"280mm Howitzer Artillery II","   50.38","   20.38","  71.20"
47814,"Unstable Medium Armor Plate Mutaplasmid","   22.25","    9.00","  71.20"
92033,"Orbweaver SW-300-I","   38.63","   15.63","  71.20"
22440,"Panther","   27.13","   11.00","  71.15"
24639,"Zainou 'Deadeye' Target Navigation Prediction TN-905","   13.25","    5.38","  71.14"
18941,"Corpus X-Type Kinetic Armor Hardener","   34.50","   14.00","  71.13"
57473,"G-O Trigger Neurolink Conduit","   12.00","    4.88","  71.11"
15683,"Republic Fleet Ballistic Control System","   27.38","   11.13","  71.10"
45598,"Legion Offensive - Liquid Crystal Magnifiers","   32.50","   13.25","  71.04"
57462,"Sense-Heuristic Neurolink Enhancer","   21.13","    8.63","  71.01"
20189,"Fenrir","   17.75","    7.25","  71.00"
11553,"Oscillator Capacitor Unit","   22.63","    9.25","  70.98"
53302,"Meson Exotic Plasma XL","   19.25","    7.88","  70.97"
7173,"Tachyon Anode Particle Stream I","   16.50","    6.75","  70.97"
17200,"Blood Copper Tag","   13.13","    5.38","  70.95"
34268,"Medium Higgs Anchor I","   12.50","    5.13","  70.92"
58971,"Enduring Interdiction Nullifier","   16.75","    6.88","  70.90"
11202,"Ares","   21.00","    8.63","  70.89"
2351,"Smartfab Units","   13.38","    5.50","  70.86"
17499,"Caldari Navy EM Shield Hardener","   15.50","    6.38","  70.86"
18955,"Core C-Type Thermal Armor Hardener","   12.13","    5.00","  70.80"
7171,"Tachyon Modulated Energy Beam I","   19.25","    8.00","  70.64"
53987,"Noise-25 'Needlejack' Filament","   25.25","   10.50","  70.63"
23152,"Blood Raider Power Redistributor","   17.13","    7.13","  70.62"
18947,"Centus X-Type Thermal Armor Hardener","   36.88","   15.38","  70.57"
23057,"Dragonfly I","   20.38","    8.50","  70.56"
20125,"Curse","   52.13","   21.75","  70.56"
15705,"Imperial Navy Thermal Armor Hardener","   12.88","    5.38","  70.55"
9411,"280mm 'Scout' Artillery I","   19.75","    8.25","  70.54"
33155,"Harbinger Navy Issue","   22.38","    9.38","  70.47"
16067,"Caldari Navy Torpedo Launcher","   13.13","    5.50","  70.47"
23053,"Caldari Navy Iron Charge L","   29.50","   12.38","  70.45"
11533,"Magpulse Thruster","   14.00","    5.88","  70.44"
11648,"Thermal Armor Hardener II","   26.75","   11.25","  70.39"
18698,"Core X-Type 100MN Afterburner","   28.50","   12.00","  70.37"
31057,"Small Trimark Armor Pump II","   11.88","    5.00","  70.37"
3482,"Inherent Implants 'Noble' Hull Upgrades HG-1006","   40.00","   16.88","  70.33"
34264,"Focused Void Bomb","   24.25","   10.25","  70.29"
7089,"Mega Anode Pulse Particle Stream I","   12.13","    5.13","  70.29"
16068,"Caldari Navy Light Missile Launcher","   11.50","    4.88","  70.23"
92469,"Torafugu TD-900-I","   20.88","    8.88","  70.17"
81040,"Avalanche","   22.63","    9.63","  70.16"
75282,"Compressed Ytirium IV-Grade","   11.75","    5.00","  70.15"
45534,"Monitor","   12.63","    5.38","  70.14"
91567,"Gila GalNet StreamCast Unit SKIN","   26.13","   11.13","  70.13"
47924,"Baryon Exotic Plasma S","   16.13","    6.88","  70.11"
4409,"Signature Radius Suppressor I","   34.38","   14.75","  69.97"
4308,"Talos","   23.88","   10.25","  69.96"
18855,"Centum B-Type Kinetic Energized Membrane","   18.63","    8.00","  69.95"
27337,"Guristas Mjolnir Torpedo","   13.38","    5.75","  69.93"
11957,"Falcon","   39.25","   16.88","  69.93"
24531,"Nova Fury Cruise Missile","   21.50","    9.25","  69.92"
49099,"Zero-Point Mass Entangler","   27.00","   11.63","  69.90"
13953,"Dread Guristas X-Large Shield Booster","   29.00","   12.50","  69.88"
630,"Bellicose","   11.88","    5.13","  69.85"
20159,"High-grade Crystal Delta","   15.63","    6.75","  69.83"
57488,"Neurolink Protection Cell","   40.13","   17.38","  69.78"
12485,"Minmatar Drone Specialization","   15.00","    6.50","  69.77"
24507,"Nova Fury Heavy Missile","   28.25","   12.25","  69.75"
14236,"Shadow Serpentis Sensor Booster","   65.13","   28.25","  69.75"
88147,"Triplot Scan Acquisition Array","   26.50","   11.50","  69.74"
92952,"Mystic XL","   18.13","    7.88","  69.71"
28270,"'Integrated' Hammerhead","   13.50","    5.88","  69.68"
37626,"Corpum B-Type Medium Energy Neutralizer","   19.75","    8.63","  69.60"
40565,"Tyrfing II","   12.88","    5.63","  69.59"
33900,"Large Transverse Bulkhead II","   12.88","    5.63","  69.59"
3697,"Silicate Glass","   16.88","    7.38","  69.59"
2637,"Inferno Precision Cruise Missile","   12.00","    5.25","  69.57"
19255,"Gistum A-Type EM Shield Amplifier","   11.63","    5.13","  69.40"
16305,"Upgraded Multispectrum Coating I","   11.63","    5.13","  69.40"
11285,"Cap Booster 200","   13.88","    6.13","  69.38"
90591,"Gravid Gas Cloud Harvester Mutaplasmid","   11.88","    5.25","  69.34"
90500,"Gravid Ice Mining Laser Mutaplasmid","   11.88","    5.25","  69.34"
13970,"True Sansha EM Armor Hardener","   38.13","   16.88","  69.32"
92451,"Tenzin’s Modified Guidance Disruptor","   22.00","    9.75","  69.29"
41268,"Compact Conductors","   12.13","    5.38","  69.29"
16666,"Hyperflurite","   12.13","    5.38","  69.29"
18875,"Centum A-Type Explosive Energized Membrane","   33.25","   14.75","  69.27"
18839,"Centum C-Type Explosive Energized Membrane","   24.50","   10.88","  69.26"
23103,"Imperial Navy Radio M","   15.75","    7.00","  69.23"
22452,"Heretic","   22.75","   10.13","  69.20"
41489,"Cap Booster 3200","   20.50","    9.13","  69.20"
18937,"Corpus X-Type Explosive Armor Hardener","   38.75","   17.25","  69.20"
31173,"Medium Low Friction Nozzle Joints II","   24.13","   10.75","  69.18"
31364,"Small Ancillary Current Router II","   58.63","   26.13","  69.17"
6811,"Focused Anode Pulse Particle Stream I","   11.50","    5.13","  69.17"
18635,"Discovery Survey Probe I","   15.13","    6.75","  69.14"
7001,"Dual Heavy Afocal Pulse Laser I","   14.25","    6.38","  69.09"
13974,"True Sansha Explosive Armor Hardener","   32.63","   14.63","  69.05"
90733,"Mining Laser Efficiency Charge","   27.88","   12.50","  69.04"
54753,"Large Vorton Projector II","   20.88","    9.38","  69.01"
72872,"Prophecy Navy Issue","   16.13","    7.25","  68.98"
37296,"Quad Mega Pulse Laser II","   15.00","    6.75","  68.97"
75283,"Compressed Eifyrium","   12.50","    5.63","  68.97"
30987,"Small Trimark Armor Pump I","   16.63","    7.50","  68.91"
18863,"Centum B-Type Thermal Energized Membrane","   16.63","    7.50","  68.91"
31117,"Small Cargohold Optimization I","   19.63","    8.88","  68.86"
27916,"Scorch Bomb","   12.13","    5.50","  68.79"
12814,"Conflagration M","   14.88","    6.75","  68.79"
47754,"Decayed 100MN Afterburner Mutaplasmid","   17.63","    8.00","  68.78"
34126,"Prototype Jump Drive Economizer","   16.75","    7.63","  68.72"
11691,"Thermonuclear Trigger Unit","   15.38","    7.00","  68.72"
21732,"Angel Spatial Analyzer","   11.25","    5.13","  68.70"
11550,"Graviton Reactor Unit","   11.25","    5.13","  68.70"
11963,"Rapier","   19.75","    9.00","  68.70"
22546,"Skiff","   15.63","    7.13","  68.68"
62625,"Large Asteroid Ore Compressor I","   21.38","    9.75","  68.67"
31183,"Small Polycarbon Engine Housing II","   27.63","   12.63","  68.63"
14202,"True Sansha Small EMP Smartbomb","   11.75","    5.38","  68.61"
47447,"C3-A 'Hivaa Saitsuo' Ballistic Control System","   11.75","    5.38","  68.61"
21368,"Guristas Antimatter Charge XL","   13.38","    6.13","  68.59"
47748,"Gravid 1MN Afterburner Mutaplasmid","   24.50","   11.25","  68.53"
42210,"High-grade Asklepian Alpha","   12.25","    5.63","  68.53"
15881,"Imperial Navy Small Energy Nosferatu","   12.25","    5.63","  68.53"
12803,"Javelin L","   16.88","    7.75","  68.53"
26448,"Large Core Defense Field Extender II","   46.25","   21.25","  68.52"
14174,"True Sansha Heavy Capacitor Booster","   26.63","   12.25","  68.49"
90482,"Unstable Deep Core Mining Laser Mutaplasmid","   14.13","    6.50","  68.48"
17500,"Caldari Navy Stasis Webifier","   26.75","   12.38","  68.37"
18809,"Corelum B-Type Multispectrum Energized Membrane","   23.50","   10.88","  68.36"
56066,"Glorification-5 'Devana' Filament","   15.13","    7.00","  68.36"
27411,"Guristas Scourge Heavy Assault Missile","   21.88","   10.13","  68.36"
27333,"Caldari Navy Scourge Rocket","   47.50","   22.00","  68.35"
36912,"Antipharmakon Aeolis","   11.88","    5.50","  68.35"
18989,"Corelum B-Type Medium Remote Armor Repairer","   17.00","    7.88","  68.34"
37627,"Corpum A-Type Medium Energy Neutralizer","   24.00","   11.13","  68.33"
22107,"Mid-grade Crystal Alpha","   24.25","   11.25","  68.31"
47819,"Gravid Large Armor Plate Mutaplasmid","   22.63","   10.50","  68.30"
11535,"Magnetometric Sensor Cluster","   14.00","    6.50","  68.29"
12608,"Hail S","   49.25","   22.88","  68.28"
19281,"Gist X-Type EM Shield Hardener","   74.38","   34.63","  68.23"
40346,"Siren I","   16.63","    7.75","  68.21"
16499,"Heavy Knave Scoped Energy Nosferatu","   39.13","   18.25","  68.19"
16683,"Ferrogel","   37.50","   17.50","  68.18"
47767,"Unstable Small Armor Repairer Mutaplasmid","   17.13","    8.00","  68.16"
2563,"Magnetometric ECM II","   47.63","   22.25","  68.16"
86264,"Breacher Pod Rapid Firing","   15.50","    7.25","  68.13"
23805,"'Thurifer' Large Cap Battery","   15.50","    7.25","  68.13"
16062,"Caldari Navy Cruise Missile Launcher","   33.63","   15.75","  68.10"
49724,"Gravid Magnetic Field Stabilizer Mutaplasmid","   38.13","   17.88","  68.08"
9457,"720mm Prototype Siege Cannon","   12.25","    5.75","  68.06"
28844,"Rhea","   22.25","   10.50","  67.94"
19027,"Centum A-Type Medium Armor Repairer","   42.38","   20.00","  67.94"
23061,"Einherji I","   13.50","    6.38","  67.92"
9327,"800mm Heavy 'Scout' Repeating Cannon I","   13.50","    6.38","  67.92"
18935,"Centus X-Type EM Armor Hardener","   35.13","   16.63","  67.87"
60244,"CONCORD Rogue Analysis Beacon","   12.13","    5.75","  67.83"
13929,"Dread Guristas Cruise Missile Launcher","   22.13","   10.50","  67.82"
17709,"Omen Navy Issue","   42.00","   20.00","  67.74"
47807,"Gravid Large Shield Extender Mutaplasmid","   45.63","   21.75","  67.72"
11554,"Tesseract Capacitor Unit","   13.63","    6.50","  67.70"
10155,"Improved Blue Pill Booster","   22.00","   10.50","  67.69"
31376,"Small Capacitor Control Circuit II","   41.63","   19.88","  67.68"
34562,"Svipul","   28.25","   13.50","  67.66"
3578,"Heavy Capacitor Booster II","   49.13","   23.50","  67.64"
2344,"Condensates","   20.38","    9.75","  67.63"
42839,"Interdiction Maneuvers Charge","   27.88","   13.38","  67.58"
54829,"Large Vorton Specialization","   21.88","   10.50","  67.57"
62466,"Compressed Glistening Sylvite","   12.50","    6.00","  67.57"
7169,"Tachyon Afocal Laser I","   15.88","    7.63","  67.55"
27349,"Guristas Inferno Torpedo","   16.13","    7.75","  67.54"
19045,"Corpus X-Type Large Armor Repairer","   46.75","   22.50","  67.51"
35835,"Athanor","   23.88","   11.50","  67.49"
33830,"Dread Guristas Omnidirectional Tracking Enhancer","   17.13","    8.25","  67.49"
18881,"Corpum A-Type Multispectrum Energized Membrane","   31.13","   15.00","  67.48"
21728,"Guristas Graviton Hardening","   17.63","    8.50","  67.46"
27197,"Poteque 'Prospector' Hacking HC-905","   10.88","    5.25","  67.44"
54397,"High-grade Hydra Omega","   10.88","    5.25","  67.44"
27918,"Shrapnel Bomb","   10.88","    5.25","  67.44"
41459,"CONCORD Capital Shield Extender","   30.00","   14.50","  67.42"
73789,"Coercer Navy Issue","   19.13","    9.25","  67.40"
9071,"Dual 180mm 'Scout' Autocannon I","   11.63","    5.63","  67.39"
21023,"Capital Shield Emitter","   11.63","    5.63","  67.39"
36910,"Antipharmakon Iokira","   24.00","   11.63","  67.37"
47448,"C3-X 'Hivaa Saitsuo' Ballistic Control System","   12.13","    5.88","  67.36"
30254,"Electromechanical Hull Sheeting","   28.38","   13.75","  67.36"
15753,"Republic Fleet 10MN Afterburner","   18.00","    8.75","  67.29"
3090,"425mm Railgun II","   60.38","   29.38","  67.27"
14170,"True Sansha Heavy Energy Neutralizer","   28.00","   13.63","  67.27"
54402,"Mid-grade Hydra Epsilon","   11.50","    5.63","  67.15"
47887,"Tetryon Exotic Plasma L","   18.88","    9.25","  67.11"
41038,"Republic Fleet Stasis Webifier","   19.63","    9.63","  67.09"
24692,"Abaddon","   13.50","    6.63","  67.08"
25530,"Neurotoxin Recovery","   44.00","   21.63","  67.05"
45599,"Legion Offensive - Assault Optimization","   15.75","    7.75","  67.02"
28788,"Syndicate Gas Cloud Scoop","   79.75","   39.25","  67.02"
28334,"Republic Fleet Depleted Uranium M","   32.25","   15.88","  67.01"
19321,"Corelum B-Type 50MN Microwarpdrive","   16.75","    8.25","  67.00"
92458,"Presidential Skirmish Command Burst","   28.13","   13.88","  66.96"
41314,"Hail XL","   11.13","    5.50","  66.92"
81083,"Starsi Blast! Classic","   12.88","    6.38","  66.88"
13999,"Domination Multispectrum Coating","   13.63","    6.75","  66.87"
2327,"Microfiber Shielding","   17.13","    8.50","  66.83"
30993,"Capital Trimark Armor Pump I","   22.38","   11.13","  66.79"
11541,"Photon Microprocessor","   33.63","   16.75","  66.75"
47926,"Occult S","   45.75","   22.88","  66.67"
47802,"Unstable Medium Shield Extender Mutaplasmid","   24.50","   12.25","  66.67"
16667,"Neo Mercurite","   17.75","    8.88","  66.67"
92954,"Occult XL","   15.75","    7.88","  66.67"
40557,"Dragonfly II","   15.25","    7.63","  66.67"
48387,"Men's Triglavian Survival Suit (Encounter)","   14.25","    7.13","  66.67"
54786,"ElectroPunch Ultra M","   13.50","    6.75","  66.67"
33563,"Mid-grade Ascendancy Gamma","   12.25","    6.13","  66.67"
34317,"Confessor","   28.63","   14.38","  66.57"
27387,"Caldari Navy Mjolnir Light Missile","   25.13","   12.63","  66.56"
90475,"Integrated Sensor Array","   16.63","    8.38","  66.50"
23137,"Takmahl Quantum Sphere","   15.88","    8.00","  66.49"
9415,"280mm Gallium Cannon","   12.63","    6.38","  66.45"
27345,"Caldari Navy Scourge Torpedo","   24.75","   12.50","  66.44"
57487,"Capital Core Temperature Regulator","   12.13","    6.13","  66.44"
49729,"Unstable Heat Sink Mutaplasmid","   66.50","   33.75","  66.33"
37480,"Bifrost","   23.88","   12.13","  66.32"
12747,"Mastodon","   15.75","    8.00","  66.32"
54731,"Skybreaker","   19.13","    9.75","  66.23"
23079,"Imperial Navy Standard S","   14.13","    7.25","  66.08"
2299,"Kinetic Shield Hardener II","   18.25","    9.38","  66.06"
47928,"Baryon Exotic Plasma M","   22.38","   11.50","  66.05"
10888,"X-Large C5-L Compact Shield Booster","   22.13","   11.38","  66.04"
14043,"Dread Guristas EM Shield Amplifier","   25.25","   13.00","  66.01"
607,"Imicus","   16.75","    8.63","  66.01"
11540,"Quantum Microprocessor","   24.50","   12.63","  65.99"
15675,"Caldari Navy Co-Processor","   14.25","    7.38","  65.90"
19315,"Corelum C-Type 50MN Microwarpdrive","   34.50","   17.88","  65.87"
27147,"Eifyr and Co. 'Alchemist' Biology BY-805","   13.25","    6.88","  65.84"
20121,"High-grade Crystal Alpha","   12.75","    6.63","  65.81"
37612,"True Sansha Warp Disruption Field Generator","   28.63","   14.88","  65.80"
49725,"Unstable Magnetic Field Stabilizer Mutaplasmid","   48.25","   25.13","  65.76"
55831,"Triglavian Transconduit Datacaster","   32.63","   17.00","  65.74"
33361,"Plasmonic Metamaterials","   17.50","    9.13","  65.73"
92036,"Tick EV-300-I","   17.25","    9.00","  65.71"
31802,"Medium Core Defense Field Purger I","   14.38","    7.50","  65.71"
33983,"Experimental Hyperspatial Accelerator","   34.25","   17.88","  65.71"
21733,"Angel Dynamic Calibrator","   19.63","   10.25","  65.69"
28810,"Mid-grade Virtue Delta","   44.00","   23.00","  65.67"
18943,"Centus X-Type Kinetic Armor Hardener","   34.63","   18.13","  65.64"
21935,"Republic Fleet Titanium Sabot L","   18.63","    9.75","  65.64"
45589,"Tengu Defensive - Covert Reconfiguration","   36.75","   19.25","  65.63"
33525,"High-grade Ascendancy Beta","   14.50","    7.63","  65.54"
14230,"Dread Guristas Co-Processor","   27.50","   14.50","  65.48"
23039,"Caldari Navy Iron Charge M","   13.75","    7.25","  65.48"
631,"Scythe","   13.75","    7.25","  65.48"
27405,"Caldari Navy Inferno Heavy Assault Missile","   18.25","    9.63","  65.47"
85747,"Satori-Horigu Combat Scanner Probe","   11.38","    6.00","  65.47"
15460,"Standard Frentix Booster","   10.63","    5.63","  65.38"
30309,"Graphene Nanoribbons","   24.75","   13.13","  65.35"
28750,"ORE Miner","   20.00","   10.63","  65.31"
12013,"Broadsword","   16.00","    8.50","  65.31"
42529,"Shield Command Burst I","   12.00","    6.38","  65.31"
5361,"Deluge Enduring Burst Jammer","   25.88","   13.75","  65.30"
92000,"Expired Federation Mobility Booster III","   62.50","   33.25","  65.27"
22474,"Damnation","   11.50","    6.13","  65.25"
27187,"Poteque 'Prospector' Astrometric Acquisition AQ-706","   24.88","   13.25","  65.25"
16537,"Vigor Compact Micro Auxiliary Power Core","   51.63","   27.50","  65.24"
47737,"Decayed 5MN Microwarpdrive Mutaplasmid","   26.25","   14.00","  65.22"
30022,"Heuristic Selfassemblers","   24.13","   12.88","  65.20"
19335,"Core X-Type 500MN Microwarpdrive","   29.50","   15.75","  65.19"
3568,"Small Capacitor Booster II","   45.88","   24.50","  65.19"
43554,"Information Command Burst II","   22.00","   11.75","  65.19"
13992,"Domination Thermal Armor Hardener","   11.00","    5.88","  65.19"
47028,"Neural Lace 'Blackglass' Net Intrusion 920-40","   27.38","   14.63","  65.18"
14168,"Dark Blood Heavy Energy Neutralizer","   35.75","   19.13","  65.15"
11198,"Stiletto","   28.50","   15.25","  65.14"
10680,"125mm Railgun II","   17.75","    9.50","  65.14"
19185,"Gistum A-Type Medium Shield Booster","   10.50","    5.63","  65.12"
55359,"Superior Flow Cytometry Rewards Crate","   22.38","   12.00","  65.09"
45663,"Synthetic Aperture Ladar Receiver","   39.38","   21.13","  65.08"
18939,"Centus X-Type Explosive Armor Hardener","   26.50","   14.25","  65.03"
23049,"Caldari Navy Iridium Charge L","   13.25","    7.13","  65.03"
23031,"Caldari Navy Thorium Charge M","   13.00","    7.00","  65.00"
45587,"Legion Defensive - Augmented Plating","   13.00","    7.00","  65.00"
22442,"Eos","   16.00","    8.63","  64.97"
45601,"Tengu Offensive - Accelerated Ejection Bay","   43.13","   23.25","  64.97"
62558,"Compressed Dark Ochre III-Grade","   14.38","    7.75","  64.97"
81008,"Squall","   27.13","   14.63","  64.97"
2303,"Thermal Shield Hardener II","   26.88","   14.50","  64.95"
34284,"Polarized 200mm AutoCannon","   10.88","    5.88","  64.93"
92392,"Presidential Candidate Favor","   51.75","   28.00","  64.89"
27171,"Zainou 'Beancounter' Industry BX-804","   15.00","    8.13","  64.86"
2869,"Nano-Factory","   34.38","   18.63","  64.86"
54777,"GalvaSurge Condenser Pack L","   14.75","    8.00","  64.84"
14206,"Shadow Serpentis Large Plasma Smartbomb","   29.25","   15.88","  64.82"
33394,"Genolution Core Augmentation CA-4","   18.88","   10.25","  64.81"
